Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Flights_2017,Flights_2018,Flights_2016,Value_Class,Churn_Grade
553396,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49677.0,Divorced,Nova,8417.0,Standard,2016,9,,,17.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
863384,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,46699.0,Single,Nova,8417.16,Standard,2013,7,,,20.0,18.0,0.0,Class 2 (Low Value),Grade C - neutral
444085,Canada,Ontario,Toronto,P1J 8T7,Male,College,73455.0,Married,Nova,8426.06,Standard,2014,1,,,20.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
743835,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73455.0,Married,Nova,8426.06,Standard,2013,3,,,17.0,27.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
113040,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65935.0,Divorced,Nova,8427.17,Standard,2013,1,,,16.0,0.0,0.0,Class 2 (Low Value),Grade A - Most Likely
540756,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,65935.0,Divorced,Nova,8427.17,Standard,2014,3,,,8.0,6.0,0.0,Class 2 (Low Value),Grade C - neutral
225576,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,57411.0,Married,Aurora,11378.89,2018 Promotion,2018,3,,,0.0,30.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
912352,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65935.0,Divorced,Nova,8427.17,Standard,2018,5,,,0.0,3.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
775440,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,47026.0,Married,Nova,8427.72,Standard,2016,3,,,23.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
636673,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,74492.0,Single,Nova,8428.47,Standard,2015,3,,,11.0,8.0,0.0,Class 1 (High Value),Grade C - neutral
262717,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Married,Nova,8430.06,Standard,2017,6,,,14.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
532759,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,186861.0,Married,Nova,8432.82,Standard,2017,10,,,4.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
453466,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,74320.0,Divorced,Nova,8433.23,Standard,2017,12,,,0.0,9.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
213297,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,52172.0,Single,Nova,8434.12,Standard,2015,9,,,18.0,6.0,0.0,Class 2 (Low Value),Grade C - neutral
758328,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79245.0,Married,Nova,8435.18,Standard,2018,6,,,12.0,0.0,0.0,Class 1 (High Value),Grade A - Most Likely
254667,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,87777.0,Single,Nova,8444.84,Standard,2015,12,,,16.0,15.0,0.0,Class 1 (High Value),Grade C - neutral
137020,Canada,Quebec,Montreal,H2Y 2W2,Female,College,73455.0,Single,Nova,8456.27,Standard,2018,8,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
867472,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,93794.0,Divorced,Nova,8456.72,Standard,2016,5,,,8.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
600021,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50949.0,Married,Nova,8457.46,Standard,2017,8,2018.0,4.0,10.0,3.0,0.0,Class 1 (High Value),Grade D - already cancelled
624935,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,73905.0,Married,Nova,8458.53,Standard,2015,11,,,15.0,16.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
760614,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,73905.0,Married,Nova,8458.53,Standard,2017,9,,,4.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
559483,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,242540.0,Married,Nova,8458.91,Standard,2013,9,,,21.0,17.0,0.0,Class 1 (High Value),Grade C - neutral
208517,Canada,Ontario,Toronto,P1L 8X8,Female,College,73455.0,Married,Aurora,12362.09,2018 Promotion,2018,2,,,0.0,33.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
102376,Canada,Ontario,Sudbury,M5V 1G5,Male,College,73455.0,Single,Aurora,12765.78,2018 Promotion,2018,3,,,0.0,73.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
332409,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,73455.0,Single,Nova,8470.04,Standard,2012,7,,,15.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
211625,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,83586.0,Married,Nova,8471.29,Standard,2013,1,,,15.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
611582,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,72312.0,Married,Nova,8476.81,Standard,2014,4,,,15.0,5.0,0.0,Class 1 (High Value),Grade C - neutral
876850,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,70861.0,Single,Nova,8478.28,Standard,2015,2,,,14.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
514523,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,47157.0,Married,Nova,8478.3,Standard,2017,11,,,0.0,3.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
954570,Canada,British Columbia,Victoria,V10 6T5,Female,College,73455.0,Married,Nova,8478.82,Standard,2017,8,,,4.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
718516,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81078.0,Divorced,Nova,8481.31,Standard,2017,8,,,8.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
823257,Canada,Ontario,Toronto,M2M 7K8,Male,College,73455.0,Married,Nova,8487.24,Standard,2017,8,2018.0,4.0,8.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
368062,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,90603.0,Married,Nova,8488.56,Standard,2016,11,2017.0,7.0,4.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
472488,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,90603.0,Married,Nova,8488.56,Standard,2015,9,2017.0,8.0,16.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
549540,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,77331.0,Married,Nova,8491.02,Standard,2017,4,,,11.0,27.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
421580,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,52235.0,Married,Nova,8491.86,Standard,2012,9,,,21.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
998112,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,52235.0,Married,Nova,8491.86,Standard,2015,5,,,14.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
985516,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,49316.0,Divorced,Nova,8495.16,Standard,2016,2,,,13.0,12.0,0.0,Class 2 (Low Value),Grade C - neutral
484504,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49491.0,Divorced,Nova,8496.06,Standard,2014,9,,,10.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
763591,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,96956.0,Divorced,Nova,8496.36,Standard,2015,8,,,15.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
601626,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73455.0,Married,Nova,8500.12,Standard,2016,8,,,20.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
618302,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Married,Nova,8500.12,Standard,2012,8,,,19.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
149225,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,89827.0,Married,Nova,8500.91,Standard,2015,7,,,13.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
399417,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,89827.0,Married,Nova,8500.91,Standard,2012,5,,,25.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
482528,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,103621.0,Divorced,Nova,8501.28,Standard,2016,1,,,2.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
919951,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,103621.0,Divorced,Nova,8501.28,Standard,2015,9,,,23.0,19.0,0.0,Class 1 (High Value),Grade C - neutral
979467,Canada,Quebec,Montreal,H2T 2J6,Female,College,73455.0,Single,Nova,8501.65,Standard,2013,10,,,8.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
822696,Canada,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,44971.0,Single,Nova,8502.24,Standard,2012,5,,,13.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
810517,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96133.0,Single,Nova,8503.94,Standard,2017,1,2017.0,9.0,6.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
883963,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,66119.0,Married,Nova,8507.13,Standard,2017,5,,,17.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
843642,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,73237.0,Married,Nova,8509.02,Standard,2015,6,,,17.0,5.0,0.0,Class 1 (High Value),Grade C - neutral
222874,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,250253.0,Divorced,Nova,8509.85,Standard,2014,9,,,14.0,3.0,0.0,Class 1 (High Value),Grade C - neutral
255653,Canada,Ontario,Toronto,M2Z 4K1,Female,Doctor,250253.0,Divorced,Nova,8509.85,Standard,2015,10,,,4.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
606989,Canada,New Brunswick,Moncton,E1A 2A7,Male,Doctor,250253.0,Divorced,Nova,8509.85,Standard,2013,3,,,16.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
763241,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,250253.0,Divorced,Nova,8509.85,Standard,2013,11,,,18.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
883065,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,250253.0,Divorced,Nova,8509.85,Standard,2012,8,,,11.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
183023,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75248.0,Married,Nova,8513.59,Standard,2018,8,,,0.0,5.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
948785,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,67344.0,Married,Nova,8514.39,Standard,2015,11,,,15.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
683664,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,59401.0,Married,Nova,8516.75,Standard,2018,7,,,0.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
294617,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Married,Nova,8522.76,Standard,2012,8,,,15.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
157816,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,98569.0,Single,Nova,8528.29,Standard,2015,11,,,13.0,27.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
556688,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,104114.0,Married,Nova,8531.4,Standard,2017,4,,,8.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
477295,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53926.0,Married,Nova,8532.99,Standard,2015,7,,,19.0,5.0,0.0,Class 1 (High Value),Grade C - neutral
586870,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,104482.0,Married,Nova,8543.25,Standard,2016,2,,,8.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
748914,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,104482.0,Married,Nova,8543.25,Standard,2018,11,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
170211,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,52559.0,Single,Nova,8544.41,Standard,2012,6,,,21.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
616226,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,57851.0,Married,Nova,8545.61,Standard,2013,12,,,16.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
533198,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,69357.0,Married,Nova,8547.59,Standard,2016,8,,,13.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
979389,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69357.0,Married,Nova,8547.59,Standard,2016,3,,,29.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
420856,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70730.0,Single,Nova,8548.3,Standard,2018,7,,,0.0,11.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
174044,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47810.0,Single,Nova,8550.39,Standard,2013,3,,,13.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
576878,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47810.0,Single,Nova,8550.39,Standard,2013,4,,,19.0,8.0,0.0,Class 2 (Low Value),Grade C - neutral
386979,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Single,Nova,8555.89,Standard,2018,1,2018.0,9.0,0.0,13.0,0.0,Class 1 (High Value),Grade D - already cancelled
591641,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,70280.0,Single,Nova,8556.58,Standard,2017,7,,,7.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
132884,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,59537.0,Married,Nova,8561.56,Standard,2013,5,,,16.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
200802,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,59537.0,Married,Nova,8561.56,Standard,2017,6,,,10.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
320180,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,101933.0,Married,Nova,8564.77,Standard,2016,8,,,15.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
732377,Canada,Ontario,London,M5B 3E4,Female,Bachelor,73032.0,Married,Nova,8571.48,Standard,2018,9,,,0.0,3.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
966920,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,61137.0,Divorced,Nova,8575.96,Standard,2017,10,,,3.0,10.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
769669,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,89040.0,Married,Nova,8578.36,Standard,2017,9,,,5.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
767534,Canada,Saskatchewan,Regina,S6J 3G0,Female,Doctor,196703.0,Divorced,Nova,8579.89,Standard,2014,8,,,16.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
860724,Canada,Quebec,Montreal,H2T 2J6,Female,Doctor,148421.0,Divorced,Nova,8583.27,Standard,2013,11,,,18.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
267930,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,71380.0,Married,Nova,8583.85,Standard,2012,8,,,12.0,0.0,0.0,Class 1 (High Value),Grade A - Most Likely
758927,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,60433.0,Married,Nova,8591.6,Standard,2017,10,,,0.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
426990,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,57240.0,Married,Nova,8595.67,Standard,2017,3,,,19.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
519677,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,100868.0,Married,Nova,8595.98,Standard,2015,1,,,18.0,23.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
302414,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,71228.0,Married,Nova,8596.92,Standard,2014,3,,,13.0,4.0,0.0,Class 1 (High Value),Grade C - neutral
967462,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,47602.0,Divorced,Nova,8608.16,Standard,2015,6,,,14.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
967966,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,89781.0,Married,Nova,8609.16,Standard,2017,4,,,13.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
698072,Canada,Alberta,Calgary,T3E 2V9,Male,College,73455.0,Married,Nova,8610.67,Standard,2016,6,,,6.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
832864,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,59184.0,Married,Nova,8613.46,Standard,2016,6,,,7.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
846796,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51430.0,Married,Nova,8613.46,Standard,2013,11,,,18.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
248138,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,67097.0,Married,Nova,8617.55,Standard,2016,4,,,10.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
902608,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,65844.0,Single,Nova,8618.3,Standard,2012,8,,,32.0,22.0,0.0,Class 2 (Low Value),Grade C - neutral
104541,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,64827.0,Married,Nova,8621.0,Standard,2013,3,,,8.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
263866,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,103151.0,Single,Nova,8622.84,Standard,2016,4,2018.0,5.0,20.0,7.0,0.0,Class 1 (High Value),Grade D - already cancelled
514530,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,103151.0,Single,Nova,8622.84,Standard,2016,11,,,17.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
940156,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,103151.0,Single,Nova,8622.84,Standard,2018,6,,,17.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
312530,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,63818.0,Married,Nova,8624.92,Standard,2016,4,,,13.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
347423,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,68820.0,Married,Nova,8625.84,Standard,2017,10,,,0.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
990077,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,75158.0,Married,Nova,8629.33,Standard,2016,1,,,16.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
571169,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,73455.0,Married,Nova,8630.7,Standard,2018,5,,,0.0,9.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
569313,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56348.0,Married,Nova,8640.75,Standard,2017,2,,,13.0,22.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
516271,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,64869.0,Married,Nova,8641.05,Standard,2014,2,2018.0,10.0,25.0,18.0,0.0,Class 1 (High Value),Grade D - already cancelled
920118,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,64869.0,Married,Nova,8641.05,Standard,2017,2,,,6.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
186020,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78830.0,Married,Nova,8646.5,Standard,2018,12,,,12.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
559342,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,78830.0,Married,Nova,8646.5,Standard,2017,6,,,0.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
639116,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,61453.0,Married,Nova,8653.3,Standard,2016,10,2017.0,6.0,6.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
316982,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82913.0,Married,Nova,8653.56,Standard,2016,3,,,15.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
321748,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,82913.0,Married,Nova,8653.56,Standard,2013,9,,,27.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
357589,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,92909.0,Married,Nova,8656.4,Standard,2015,1,,,15.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
483198,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,92909.0,Married,Nova,8656.4,Standard,2013,5,,,6.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
652501,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,77615.0,Married,Nova,8658.86,Standard,2015,4,,,18.0,22.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
401062,Canada,Ontario,Toronto,P1W 1K4,Female,College,73455.0,Married,Nova,8662.05,Standard,2017,10,,,4.0,6.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
451226,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Married,Nova,8662.05,Standard,2015,2,,,28.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
379117,Canada,Ontario,Toronto,P1J 8T7,Male,College,73455.0,Single,Nova,8663.5,Standard,2017,1,2017.0,9.0,7.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
883852,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73455.0,Single,Nova,8663.5,Standard,2015,7,,,9.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
735676,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,62028.0,Married,Nova,8665.96,Standard,2017,7,,,3.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
228273,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,47620.0,Married,Nova,8668.61,Standard,2016,1,,,19.0,15.0,0.0,Class 1 (High Value),Grade C - neutral
863744,Canada,Quebec,Montreal,H2Y 4R4,Female,College,73455.0,Single,Nova,8672.81,Standard,2013,5,,,15.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
585271,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,64076.0,Married,Nova,8673.59,Standard,2017,10,,,0.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
833197,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,64076.0,Married,Nova,8673.59,Standard,2015,1,,,9.0,8.0,0.0,Class 1 (High Value),Grade C - neutral
148690,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,70482.0,Married,Nova,8679.84,Standard,2016,11,,,27.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
221469,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70482.0,Married,Nova,8679.84,Standard,2013,9,,,24.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
295138,Canada,Ontario,Toronto,P5S 6R4,Female,College,73455.0,Married,Nova,8681.05,Standard,2012,6,,,12.0,3.0,0.0,Class 1 (High Value),Grade C - neutral
115427,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,95967.0,Married,Nova,8685.92,Standard,2016,11,,,24.0,14.0,0.0,Class 1 (High Value),Grade C - neutral
729293,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,95967.0,Married,Nova,8685.92,Standard,2018,6,,,14.0,25.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
309602,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,75152.0,Divorced,Nova,8688.75,Standard,2012,9,,,24.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
575434,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,55312.0,Divorced,Nova,8692.28,Standard,2015,3,,,18.0,4.0,0.0,Class 2 (Low Value),Grade C - neutral
823816,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,103449.0,Divorced,Nova,8692.64,Standard,2016,8,,,11.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
957571,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96516.0,Married,Nova,8693.65,Standard,2014,8,,,21.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
303573,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,51142.0,Married,Nova,8697.79,Standard,2012,5,,,19.0,14.0,0.0,Class 1 (High Value),Grade C - neutral
541741,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,53522.0,Divorced,Nova,8697.88,Standard,2017,6,,,8.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
351889,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,73695.0,Married,Nova,8707.62,Standard,2014,8,,,9.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
237312,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98933.0,Married,Aurora,14158.61,2018 Promotion,2018,4,,,0.0,36.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
118675,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,53925.0,Married,Nova,8708.28,Standard,2016,12,,,23.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
489628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,53925.0,Married,Nova,8708.28,Standard,2017,8,,,4.0,0.0,0.0,Class 1 (High Value),Grade A - Most Likely
705911,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Married,Nova,8709.32,Standard,2014,7,,,13.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
698627,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,94241.0,Married,Nova,8709.85,Standard,2018,9,,,0.0,3.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
325599,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,82043.0,Married,Nova,8712.16,Standard,2015,10,,,10.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
